,pdfsize,metadata size,pages,xref Length,title characters,images,text,obj,endobj,stream,endstream,xref,trailer,startxref,pageno,JS,Javascript,OpenAction
9739,20.0,229.0,8.0,35.0,0.0,0.0,1.0,104.0,104.0,14.0,14.0,2.0,2.0,7,2.0,0.0,0.0,1.0
5530,375.0,429.0,40.0,2427.0,64.0,1.0,1.0,241.0,241.0,77.0,77.0,4.0,4.0,10,80.0,0.0,0.0,0.0
2433,6.0,180.0,1.0,10.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
8182,141.0,304.0,1.0,13.0,15.0,0.0,0.0,12.0,12.0,5.0,5.0,2.0,2.0,7,1.0,0.0,0.0,0.0
4303,8.0,180.0,1.0,11.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2,0.0,1.0,2.0,0.0
3328,4.0,180.0,1.0,16.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3362,5.0,180.0,1.0,132.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5165,33.0,354.0,3.0,71.0,52.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
890,74.0,346.0,1.0,16.0,0.0,-1.0,2.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5750,86.0,411.0,6.0,99.0,101.0,0.0,1.0,98.0,98.0,24.0,24.0,2.0,2.0,7,6.0,0.0,0.0,1.0
8890,11.0,253.0,4.0,21.0,0.0,0.0,1.0,20.0,20.0,5.0,5.0,2.0,2.0,7,4.0,0.0,0.0,0.0
7558,42.0,364.0,1.0,54.0,20.0,0.0,1.0,47.0,47.0,11.0,11.0,6.0,6.0,12,2.0,0.0,0.0,0.0
8485,153.0,283.0,2.0,83.0,0.0,62.0,0.0,30.0,30.0,4.0,4.0,1.0,1.0,2,1.0,0.0,0.0,0.0
4055,8.0,180.0,1.0,10.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,1.0,0.0
4990,445.0,180.0,1.0,9.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
2297,80.0,275.0,1.0,50.0,3.0,1.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
5079,75.0,180.0,1.0,11.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
4041,35.0,238.0,1.0,17.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
1112,10.0,256.0,1.0,16.0,0.0,0.0,0.0,14.0,14.0,2.0,2.0,1.0,1.0,2,1.0,2.0,3.0,1.0
631,10.0,258.0,1.0,10.0,0.0,0.0,1.0,17.0,17.0,5.0,5.0,1.0,1.0,2,4.0,1.0,2.0,1.0
7009,33.0,303.0,1.0,50.0,0.0,0.0,1.0,33.0,33.0,30.0,30.0,0.0,0.0,7,1.0,0.0,0.0,0.0
8404,304.0,358.0,2.0,83.0,30.0,5.0,1.0,106.0,106.0,20.0,20.0,6.0,6.0,10,4.0,0.0,0.0,3.0
4054,4.0,216.0,1.0,28.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
1838,102.0,180.0,1.0,6.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5970,70.0,504.0,11.0,780.0,70.0,0.0,1.0,61.0,61.0,26.0,26.0,2.0,2.0,7,11.0,0.0,0.0,0.0
7100,92.0,283.0,1.0,33.0,0.0,15.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
5383,104.0,104.0,52.0,52.0,3.0,15.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1,0.0,0.0,3.0,-1.0
7086,87.0,283.0,1.0,28.0,0.0,10.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
8390,116.0,417.0,4.0,612.0,34.0,0.0,1.0,76.0,76.0,28.0,28.0,2.0,2.0,7,2.0,2.0,3.0,0.0
10554,34.25872040516651,297.5995617219576,5.353198987083741,185.12936020258326,3.388080607749756,2.8234005064581296,1.0,97.31831736641773,97.31831736641773,44.85828212712414,44.85828212712414,2.0,2.0,7,14.624277062542848,0.0,0.0,0.0
6357,99.0,283.0,1.0,27.0,0.0,9.0,0.0,31.0,31.0,19.0,19.0,2.0,2.0,7,1.0,0.0,0.0,0.0
5370,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,27.0,27.0,9.0,9.0,1.0,1.0,2,6.0,2.0,3.0,1.0
3781,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,9.0,8.0,1.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6762,91.0,283.0,1.0,29.0,0.0,11.0,0.0,44.0,44.0,32.0,32.0,0.0,0.0,10,2.0,0.0,0.0,0.0
11025,51.91286429123183,390.1950250193114,2.0,259.4460553447284,22.81535178157613,0.0,1.0,82.66183396581485,82.66183396581485,15.0,15.0,3.0,3.0,10,1.7282160728079572,1.2717839271920428,1.5435678543840854,0.0
5538,44.0,285.0,7.0,82.0,0.0,0.0,1.0,78.0,78.0,38.0,38.0,1.0,1.0,2,7.0,0.0,0.0,0.0
7665,74.0,425.0,2.0,108.0,28.0,0.0,1.0,86.0,86.0,33.0,33.0,3.0,3.0,10,2.0,0.0,0.0,0.0
3182,135.0,180.0,2.0,24.0,0.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4619,46.0,180.0,1.0,11.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
6373,87.0,445.0,2.0,84.0,14.0,2.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
10293,65.0,393.0,2.0,495.0,30.0,0.0,1.0,53.24514195579946,53.24514195579946,46.03761829649955,46.03761829649955,0.0,0.0,10,3.207523659299911,0.0,0.0,0.0
1934,17.0,255.0,1.0,10.0,10.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3535,6.0,180.0,3.0,16.0,0.0,0.0,0.0,59.0,59.0,40.0,40.0,1.0,1.0,13,3.0,0.0,0.0,0.0
7795,51.0,426.0,1.0,125.0,31.0,0.0,1.0,93.0,93.0,87.0,87.0,0.0,0.0,10,2.0,0.0,0.0,0.0
8762,162.0,267.0,23.0,158.0,8.0,0.0,1.0,157.0,157.0,40.0,40.0,2.0,2.0,7,23.0,0.0,0.0,0.0
8166,39.0,349.0,3.0,216.0,29.0,0.0,1.0,42.0,42.0,17.0,17.0,2.0,2.0,7,5.0,0.0,0.0,0.0
3141,37.0,180.0,1.0,11.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2,0.0,1.0,1.0,1.0
5895,31.0,316.0,1.0,51.0,12.0,0.0,1.0,50.0,50.0,5.0,5.0,2.0,2.0,7,1.0,0.0,0.0,1.0
2631,9.0,180.0,1.0,9.0,0.0,0.0,0.0,378.0,378.0,18.0,18.0,0.0,0.0,7,1.0,0.0,0.0,1.0
295,9.0,180.0,1.0,9.0,0.0,0.0,0.0,18.0,18.0,3.0,3.0,1.0,1.0,2,2.0,2.0,3.0,1.0
10792,26.05292787750121,288.9735360612494,4.132319693753031,159.76182455124453,0.9735360612493937,0.0,1.0,22.920608183748183,22.920608183748183,5.973536061249394,5.973536061249394,2.0,2.0,7,2.0,0.0,0.0,0.0
2876,91.0,227.0,5.0,38.0,0.0,0.0,1.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9922,60.0,371.0,1.0,16.0,16.0,-1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2,0.0,1.0,1.0,1.0
9718,123.0,229.0,79.0,260.0,0.0,0.0,1.0,80.0,80.0,22.0,22.0,1.0,1.0,2,22.0,0.0,0.0,0.0
4348,563.0,180.0,51.0,128.0,0.0,21.0,1.0,12.0,12.0,2.0,2.0,2.0,2.0,7,2.0,1.0,1.0,1.0
6076,86.0,283.0,1.0,32.0,0.0,14.0,0.0,32.0,32.0,20.0,20.0,2.0,2.0,7,1.0,0.0,0.0,0.0
7393,40.0,370.0,3.0,113.0,14.0,0.0,1.0,101.0,101.0,38.0,38.0,2.0,2.0,7,4.0,0.0,0.0,0.0
9396,22.0,295.0,1.0,51.0,0.0,1.0,1.0,22.0,22.0,19.0,19.0,0.0,0.0,7,1.0,0.0,0.0,0.0
8759,24.0,285.0,4.0,43.0,0.0,0.0,1.0,42.0,42.0,17.0,17.0,2.0,2.0,7,4.0,0.0,0.0,0.0
2446,59.0,371.0,1.0,16.0,16.0,-1.0,2.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
7595,68.0,366.0,2.0,322.0,23.0,7.0,1.0,113.0,113.0,98.0,98.0,0.0,0.0,13,4.0,0.0,0.0,0.0
2439,4.0,180.0,1.0,8.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
7982,76.0,368.0,2.0,612.0,29.0,0.0,1.0,51.0,51.0,45.0,45.0,0.0,0.0,12,2.0,0.0,0.0,0.0
7035,95.0,283.0,1.0,29.0,0.0,11.0,0.0,28.0,28.0,25.0,25.0,0.0,0.0,7,1.0,0.0,0.0,0.0
9687,32.0,288.0,11.0,184.0,0.0,0.0,1.0,112.0,112.0,33.0,33.0,2.0,2.0,7,31.0,0.0,0.0,0.0
656,17.0,377.0,9.0,29.0,19.0,0.0,1.0,17.0,17.0,5.0,5.0,1.0,1.0,2,4.0,1.0,2.0,1.0
2085,169.0,313.0,1.0,51.0,22.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2509,38.0,180.0,1.0,11.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6403,80.0,262.0,1.0,21.0,0.0,1.0,0.0,27.0,27.0,24.0,24.0,0.0,0.0,7,1.0,0.0,0.0,0.0
7924,86.0,376.0,2.0,432.0,14.0,0.0,1.0,133.0,133.0,49.0,49.0,2.0,2.0,7,2.0,1.0,2.0,0.0
9781,69.0,307.0,5.0,125.0,11.0,0.0,1.0,36.0,36.0,11.0,11.0,2.0,2.0,7,6.0,0.0,0.0,0.0
10174,38.25029517201121,506.0350817742617,4.464327881715887,391.85731152686355,70.67836059142057,0.0,1.0,44.60701635485234,44.60701635485234,13.857311526863546,13.857311526863546,2.0,2.0,7,7.142688473136454,0.0,0.0,0.0
6199,79.0,262.0,1.0,21.0,0.0,1.0,0.0,452.0,452.0,141.0,141.0,1.0,1.0,2,139.0,0.0,0.0,0.0
8942,26.0,260.0,1.0,12.0,0.0,1.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9353,24.0,298.0,1.0,12.0,0.0,1.0,0.0,26.0,26.0,14.0,14.0,2.0,2.0,7,1.0,0.0,0.0,0.0
4001,7.0,201.0,1.0,996.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
5983,92.0,283.0,1.0,23.0,0.0,5.0,0.0,22.0,22.0,10.0,10.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2074,2.0,180.0,1.0,263987.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2,0.0,1.0,1.0,1.0
277,9.0,180.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
4254,9.0,180.0,1.0,9.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
10794,86.5681721670325,418.1419368791156,1.8920430417581238,301.57376471208306,26.892043041758125,0.0,1.0,206.62494691867872,206.62494691867872,96.32387087472563,96.32387087472563,3.7840860835162475,3.7840860835162475,7,1.0,2.6477417494512583,3.6477417494512583,0.0
7235,73.0,226.0,4.0,313.0,0.0,0.0,1.0,114.0,114.0,108.0,108.0,0.0,0.0,7,4.0,0.0,0.0,0.0
9338,102.0,283.0,1.0,30.0,0.0,12.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
294,6.0,256.0,2.0,19.0,0.0,0.0,0.0,16.0,16.0,2.0,2.0,1.0,1.0,2,1.0,3.0,4.0,1.0
6848,79.0,262.0,1.0,21.0,0.0,1.0,0.0,22.0,22.0,10.0,10.0,2.0,2.0,7,1.0,0.0,0.0,0.0
9169,21.0,298.0,1.0,13.0,0.0,1.0,0.0,24.0,24.0,12.0,12.0,2.0,2.0,7,1.0,0.0,0.0,0.0
6302,74.0,272.0,1.0,21.0,0.0,1.0,0.0,32.0,32.0,28.0,28.0,0.0,0.0,7,2.0,0.0,0.0,0.0
9896,36.0,321.0,3.0,22.0,10.0,3.0,1.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6735,94.0,283.0,1.0,42.0,0.0,24.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
9360,212.0,271.0,14.0,95.0,0.0,0.0,1.0,33.0,33.0,30.0,30.0,0.0,0.0,7,1.0,0.0,0.0,0.0
3517,223.0,271.0,1.0,75.0,0.0,3.0,0.0,7.0,6.0,1.0,1.0,0.0,1.0,2,1.0,1.0,2.0,0.0
6989,90.0,283.0,1.0,31.0,0.0,13.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
3324,72.0,288.0,1.0,14.0,0.0,0.0,0.0,30.0,30.0,4.0,4.0,1.0,1.0,2,1.0,1.0,2.0,1.0
3545,12.0,180.0,1.0,77.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,2,1.0,0.0,0.0,1.0
6939,93.0,283.0,1.0,32.0,0.0,14.0,0.0,24.0,24.0,12.0,12.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1369,12.0,224.0,0.0,20.0,7.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9096,28.0,260.0,1.0,12.0,0.0,1.0,0.0,24.0,24.0,12.0,12.0,2.0,2.0,7,1.0,0.0,0.0,0.0
4609,51.0,565.0,1.0,107.0,280.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
4163,4.0,180.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.0
9981,75.0,375.0,1.0,16.0,16.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1314,46.0,180.0,1.0,15.0,0.0,0.0,0.0,11.0,11.0,2.0,2.0,1.0,1.0,2,2.0,1.0,2.0,0.0
4085,6.0,180.0,2.0,9.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1726,14.0,224.0,0.0,20.0,7.0,0.0,0.0,95.0,95.0,52.0,52.0,1.0,1.0,2,1.0,4.0,5.0,0.0
2357,9.0,180.0,1.0,10.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
3395,135.0,180.0,1.0,77.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0
7741,89.0,389.0,1.0,620.0,32.0,0.0,1.0,134.0,134.0,127.0,127.0,0.0,0.0,12,2.0,0.0,0.0,0.0
7406,44.0,360.0,6.0,133.0,16.0,0.0,1.0,59.0,59.0,49.0,49.0,0.0,0.0,10,6.0,0.0,0.0,0.0
5886,58.0,319.0,2.0,28.0,28.0,0.0,1.0,27.0,27.0,8.0,8.0,2.0,2.0,7,2.0,0.0,0.0,0.0
9511,17.0,299.0,3.0,100.0,11.0,0.0,1.0,106.0,106.0,45.0,45.0,2.0,2.0,7,38.0,0.0,0.0,0.0
6051,44.0,477.0,6.0,466.0,61.0,0.0,1.0,43.0,43.0,17.0,17.0,2.0,2.0,7,6.0,0.0,0.0,0.0
9941,78.0,362.0,1.0,16.0,16.0,-1.0,2.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6269,81.0,262.0,1.0,21.0,0.0,1.0,0.0,9.0,9.0,4.0,4.0,1.0,1.0,2,2.0,0.0,0.0,0.0
10484,54.32212704601846,605.938170573583,1.0,70.38611979142438,106.419738653369,2.612798549081183,1.0,35.419738653368995,35.419738653368995,28.80585844479337,28.80585844479337,0.2581343006125447,0.2581343006125447,7,1.0,0.0,0.0,0.12906715030627236
9746,16.0,229.0,13.0,51.0,0.0,0.0,1.0,174.0,174.0,53.0,53.0,1.0,1.0,2,53.0,0.0,0.0,0.0
1397,16.0,180.0,1.0,10.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
1244,1.0,180.0,1.0,111612.0,0.0,0.0,0.0,14.0,14.0,11.0,11.0,0.0,0.0,7,1.0,0.0,0.0,0.0
7620,94.0,421.0,1.0,618.0,32.0,1.0,1.0,59.0,59.0,53.0,53.0,0.0,0.0,10,2.0,0.0,0.0,0.0
833,4.0,480.0,2.0,13.0,16.0,0.0,1.0,21.0,21.0,11.0,11.0,1.0,1.0,2,1.0,5.0,6.0,0.0
149,2.0,180.0,1.0,111612.0,0.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,7.0,7.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
5268,16.0,180.0,1.0,10.0,0.0,0.0,0.0,27.0,27.0,10.0,10.0,1.0,1.0,2,1.0,5.0,6.0,0.0
184,74.0,362.0,1.0,16.0,16.0,-1.0,2.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9079,24.0,298.0,1.0,12.0,0.0,1.0,0.0,112.0,112.0,16.0,16.0,2.0,2.0,7,1.0,0.0,0.0,0.0
920,11.0,180.0,0.0,16.0,0.0,0.0,0.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
1487,16.0,180.0,1.0,10.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
2926,34.0,180.0,1.0,16.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0
5610,79.0,322.0,14.0,77.0,44.0,0.0,1.0,76.0,76.0,23.0,23.0,2.0,2.0,7,14.0,0.0,0.0,0.0
5968,60.0,323.0,8.0,423.0,28.0,0.0,1.0,70.0,70.0,25.0,25.0,4.0,4.0,10,16.0,0.0,0.0,0.0
3634,38.0,256.0,1.0,28.0,0.0,4.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,2.0,0.0
10305,202.9116776782236,279.330962128295,7.941118452149068,66.97767284118945,0.0,4.5441611608881995,1.0,37.5441611608882,37.5441611608882,14.85279613037267,14.85279613037267,1.514720386962733,1.514720386962733,7,3.2720805804440998,0.0,0.0,0.0
8864,251.0,304.0,3.0,106.0,0.0,0.0,1.0,104.0,104.0,22.0,22.0,2.0,2.0,7,3.0,0.0,0.0,0.0
5742,54.0,363.0,1.0,41.0,53.0,0.0,1.0,40.0,40.0,17.0,17.0,2.0,2.0,7,1.0,0.0,0.0,1.0
2035,12.0,180.0,1.0,8.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
5777,53.0,403.0,1.0,35.0,93.0,0.0,1.0,34.0,34.0,15.0,15.0,2.0,2.0,7,1.0,0.0,0.0,0.0
264,8.0,180.0,1.0,11.0,0.0,0.0,0.0,11.0,11.0,4.0,4.0,1.0,1.0,2,1.0,1.0,1.0,1.0
3299,2.0,180.0,1.0,9.0,0.0,0.0,0.0,34.0,34.0,32.0,31.0,0.0,0.0,7,1.0,0.0,0.0,0.0
5419,67.0,297.0,18.0,75.0,0.0,0.0,1.0,74.0,74.0,19.0,19.0,1.0,1.0,2,18.0,0.0,0.0,0.0
2504,4.0,247.0,1.0,16.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
4692,873.0,275.0,1.0,45.0,3.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0
7566,42.0,374.0,2.0,82.0,18.0,0.0,1.0,78.0,78.0,70.0,70.0,0.0,0.0,10,4.0,0.0,0.0,0.0
3030,7.0,288.0,1.0,16.0,2.0,-1.0,2.0,44.0,44.0,8.0,8.0,1.0,1.0,2,1.0,0.0,0.0,0.0
4505,36.0,224.0,0.0,20.0,7.0,0.0,0.0,19.0,19.0,9.0,9.0,1.0,1.0,2,1.0,0.0,0.0,0.0
8401,267.0,342.0,27.0,307.0,32.0,2.0,1.0,1812.0,1812.0,47.0,47.0,2.0,2.0,7,26.0,0.0,0.0,0.0
10755,75.98752263658804,262.0,1.0,21.0,0.0,1.0,0.0,112.31253772764673,112.31253772764673,21.31253772764673,21.31253772764673,2.0,2.0,7,1.0,0.0,0.0,0.0
6792,86.0,283.0,1.0,26.0,0.0,8.0,0.0,11.0,11.0,3.0,3.0,2.0,2.0,7,1.0,0.0,0.0,0.0
2250,75.0,256.0,1.0,36.0,0.0,12.0,0.0,35.0,35.0,18.0,18.0,1.0,1.0,2,1.0,5.0,6.0,0.0
2395,5.0,218.0,1.0,10.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
1378,15.0,224.0,0.0,20.0,7.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
1500,30.0,256.0,1.0,16.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
2291,4.0,180.0,1.0,14.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,2.0,3.0,0.0
9932,76.0,380.0,1.0,16.0,16.0,-1.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0
9276,152.0,298.0,1.0,117.0,0.0,1.0,1.0,151.0,151.0,21.0,21.0,3.0,3.0,10,2.0,0.0,0.0,0.0
9459,25.0,296.0,6.0,292.0,0.0,0.0,1.0,39.0,39.0,13.0,13.0,3.0,3.0,10,6.0,0.0,0.0,0.0
9301,28.0,238.0,1.0,14.0,0.0,0.0,1.0,30.0,30.0,4.0,4.0,1.0,1.0,2,1.0,0.0,0.0,0.0
7074,32.0,260.0,1.0,12.0,0.0,1.0,0.0,31.0,31.0,19.0,19.0,2.0,2.0,7,1.0,0.0,0.0,0.0
3454,26.0,25545.0,0.0,4.0,19.0,0.0,0.0,9.0,9.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3.0,0.0
7761,75.0,389.0,2.0,2677.0,29.0,2.0,1.0,53.0,53.0,47.0,47.0,0.0,0.0,10,2.0,0.0,0.0,0.0
9676,14.0,288.0,3.0,68.0,0.0,0.0,1.0,43.0,43.0,10.0,10.0,2.0,2.0,7,4.0,0.0,0.0,0.0
3437,10.0,258.0,1.0,31.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
3966,46.0,180.0,1.0,11.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0
7203,71.0,226.0,3.0,287.0,0.0,0.0,1.0,86.0,86.0,56.0,56.0,2.0,2.0,7,3.0,0.0,0.0,0.0
9001,25.0,260.0,1.0,12.0,0.0,1.0,0.0,29.0,29.0,17.0,17.0,2.0,2.0,7,1.0,0.0,0.0,0.0
3254,2.0,256.0,1.0,15.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
7428,58.0,337.0,8.0,149.0,19.0,0.0,1.0,98.0,98.0,42.0,42.0,2.0,2.0,7,8.0,0.0,0.0,0.0
10971,82.13053412147264,434.86946587852736,1.0,470.9310281000363,36.733991971418206,0.0,1.0,56.1330040142909,56.1330040142909,48.266008028581794,48.266008028581794,0.0,0.0,12,2.0,0.0,0.0,0.0
10672,32.43309780963085,299.0,1.0,22.13380438073829,8.0,0.0,1.0,21.13380438073829,21.13380438073829,4.0,4.0,1.0,1.0,2,1.0,0.0,0.0,0.0
51,15.0,224.0,0.0,20.0,7.0,0.0,0.0,10.0,10.0,3.0,3.0,1.0,1.0,2,1.0,1.0,1.0,1.0
6449,65.0,262.0,1.0,21.0,0.0,1.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,2,1.0,0.0,0.0,0.0
7792,87.0,383.0,2.0,460.0,16.0,0.0,1.0,63.0,63.0,56.0,56.0,0.0,0.0,12,3.0,0.0,0.0,0.0
10815,50.03675815107567,287.17426929424704,8.596324184892433,45.770593479139464,16.669840487043764,0.0,1.0,44.770593479139464,44.770593479139464,11.577945109354602,11.577945109354602,1.5963241848924334,1.5963241848924334,4,8.596324184892433,0.0,0.0,0.0
7633,88.0,384.0,2.0,96.0,23.0,13.0,1.0,50.0,50.0,45.0,45.0,0.0,0.0,10,1.0,0.0,0.0,0.0
7926,85.0,349.0,2.0,449.0,14.0,0.0,1.0,70.0,70.0,64.0,64.0,0.0,0.0,10,2.0,0.0,0.0,0.0
10039,34.71047628055246,298.0,1.3872108972217807,13.936054486108903,0.0,1.3872108972217807,0.0,139.9360544861089,139.9360544861089,25.0,25.0,3.612789102778219,3.612789102778219,11,1.6127891027782193,0.0,0.0,0.0
6870,85.0,272.0,1.0,21.0,0.0,1.0,0.0,12.0,12.0,4.0,4.0,2.0,2.0,7,1.0,0.0,0.0,0.0
1969,17.0,247.0,1.0,10.0,5.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
2713,5.0,180.0,1.0,8.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0
7848,96.0,386.0,4.0,800.0,14.0,0.0,1.0,73.0,73.0,66.0,66.0,0.0,0.0,10,3.0,0.0,0.0,0.0
5578,80.0,353.0,2.0,45.0,48.0,0.0,1.0,44.0,44.0,11.0,11.0,2.0,2.0,7,2.0,0.0,0.0,1.0
9554,83.0,229.0,51.0,168.0,0.0,0.0,1.0,33.0,33.0,9.0,9.0,1.0,1.0,2,7.0,0.0,0.0,0.0
1514,3.0,180.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,2.0,2.0,0.0,1.0,1,1.0,1.0,2.0,0.0
7631,67.0,352.0,1.0,451.0,14.0,0.0,1.0,82.0,82.0,76.0,76.0,0.0,0.0,10,2.0,0.0,0.0,0.0
10395,378.3817870238085,354.80151774801595,19.374198283728745,385.8242839682553,34.0,3.0,1.0,385.03035496031913,385.03035496031913,35.962056299601095,35.962056299601095,2.0,2.0,7,19.969645039680877,0.0,0.0,0.0
